timestamp,open,high,low,close,volume
2025-05-04 05:00:00,1829.75,1849.53,1829.23,1844.99,220781.066
2025-05-04 06:00:00,1844.99,1848.51,1838.51,1844.69,115712.568
2025-05-04 07:00:00,1844.69,1845.95,1835.41,1840.24,83693.332
2025-05-04 08:00:00,1840.24,1840.73,1828.61,1830.11,171570.450
2025-05-04 09:00:00,1830.10,1831.92,1822.14,1827.01,211294.822
2025-05-04 10:00:00,1827.00,1828.67,1820.75,1826.36,95942.784
2025-05-04 11:00:00,1826.35,1835.36,1824.56,1826.69,133862.651
2025-05-04 12:00:00,1826.68,1833.07,1826.14,1829.35,64298.126
2025-05-04 13:00:00,1829.35,1832.23,1817.03,1824.29,161255.864
2025-05-04 14:00:00,1824.29,1831.62,1823.41,1830.14,95951.310
2025-05-04 15:00:00,1830.14,1832.76,1824.65,1829.63,84171.394
2025-05-04 16:00:00,1829.64,1832.28,1821.69,1826.97,130151.441
2025-05-04 17:00:00,1826.97,1830.65,1821.06,1826.99,113057.187
2025-05-04 18:00:00,1827.00,1830.51,1824.62,1825.03,45645.857
2025-05-04 19:00:00,1825.04,1830.27,1823.75,1827.58,50430.608
2025-05-04 20:00:00,1827.59,1841.76,1827.30,1835.41,144272.874
2025-05-04 21:00:00,1835.41,1836.52,1831.04,1834.43,44949.269
2025-05-04 22:00:00,1834.42,1834.52,1810.51,1816.93,264038.903
2025-05-04 23:00:00,1816.92,1818.27,1801.71,1807.87,257610.350
2025-05-05 00:00:00,1807.87,1817.60,1805.34,1814.90,164049.226
2025-05-05 01:00:00,1814.90,1816.28,1780.02,1790.79,378858.438
2025-05-05 02:00:00,1790.78,1801.94,1780.64,1798.57,329840.405
2025-05-05 03:00:00,1798.57,1800.17,1792.36,1793.86,113985.137
2025-05-05 04:00:00,1793.85,1804.80,1792.00,1804.00,101284.177
2025-05-05 05:00:00,1804.00,1818.00,1800.12,1815.72,163013.978
2025-05-05 06:00:00,1815.72,1820.97,1811.00,1819.21,178841.829
2025-05-05 07:00:00,1819.21,1829.07,1815.71,1825.74,184550.607
2025-05-05 08:00:00,1825.73,1830.72,1822.51,1827.59,139677.587
2025-05-05 09:00:00,1827.59,1829.98,1821.69,1822.77,107421.690
2025-05-05 10:00:00,1822.77,1823.28,1797.00,1803.93,373581.705
2025-05-05 11:00:00,1803.93,1810.00,1798.09,1803.81,247463.477
2025-05-05 12:00:00,1803.81,1808.80,1799.00,1804.83,134088.650
2025-05-05 13:00:00,1804.82,1808.43,1793.29,1807.92,293684.058
2025-05-05 14:00:00,1807.91,1814.86,1798.09,1803.55,251786.494
2025-05-05 15:00:00,1803.55,1807.59,1794.30,1800.14,165298.390
2025-05-05 16:00:00,1800.14,1811.39,1799.86,1807.21,206584.100
2025-05-05 17:00:00,1807.21,1817.03,1804.39,1813.86,131786.606
2025-05-05 18:00:00,1813.85,1828.00,1811.23,1821.96,211071.846
2025-05-05 19:00:00,1821.95,1825.77,1812.65,1815.65,122406.691
2025-05-05 20:00:00,1815.64,1815.70,1797.79,1808.19,180080.855
2025-05-05 21:00:00,1808.19,1818.84,1807.58,1815.71,110097.699
2025-05-05 22:00:00,1815.70,1832.98,1815.38,1825.33,228111.929
2025-05-05 23:00:00,1825.33,1829.42,1816.16,1819.43,123789.791
2025-05-06 00:00:00,1819.43,1820.00,1810.01,1813.26,121989.372
2025-05-06 01:00:00,1813.27,1820.30,1802.20,1803.48,182909.763
2025-05-06 02:00:00,1803.47,1806.49,1791.57,1802.63,271747.482
2025-05-06 03:00:00,1802.62,1806.60,1796.49,1805.50,121889.376
2025-05-06 04:00:00,1805.49,1808.04,1802.75,1806.19,64496.340
2025-05-06 05:00:00,1806.18,1807.27,1797.26,1798.03,91919.609
2025-05-06 06:00:00,1798.03,1805.60,1797.68,1805.57,69600.164
2025-05-06 07:00:00,1805.57,1808.55,1800.60,1805.00,76849.658
2025-05-06 08:00:00,1804.99,1805.17,1787.04,1800.73,246787.731
2025-05-06 09:00:00,1800.73,1800.89,1791.30,1797.19,88004.815
2025-05-06 10:00:00,1797.19,1797.22,1781.40,1784.22,227925.954
2025-05-06 11:00:00,1784.21,1789.83,1755.71,1769.10,587668.134
2025-05-06 12:00:00,1769.09,1775.99,1765.93,1774.33,224104.758
2025-05-06 13:00:00,1774.33,1774.91,1750.00,1758.16,418569.349
2025-05-06 14:00:00,1758.17,1779.08,1758.17,1767.71,327136.491
2025-05-06 15:00:00,1767.70,1778.23,1759.35,1769.31,229006.621
2025-05-06 16:00:00,1769.31,1774.26,1761.00,1762.10,188402.302
2025-05-06 17:00:00,1762.09,1775.78,1761.96,1767.00,168536.152
2025-05-06 18:00:00,1766.99,1790.68,1765.82,1789.04,203040.109
2025-05-06 19:00:00,1789.04,1798.41,1783.51,1784.05,267555.761
2025-05-06 20:00:00,1784.06,1788.37,1767.25,1774.48,235639.565
2025-05-06 21:00:00,1774.47,1780.43,1764.39,1775.01,119752.076
2025-05-06 22:00:00,1775.00,1813.00,1774.72,1810.24,502127.935
2025-05-06 23:00:00,1810.24,1818.62,1801.06,1816.22,308532.043
2025-05-07 00:00:00,1816.23,1847.79,1813.47,1841.63,629213.090
2025-05-07 01:00:00,1841.62,1850.00,1827.32,1832.00,386809.340
2025-05-07 02:00:00,1831.99,1834.49,1820.60,1824.04,275681.556
2025-05-07 03:00:00,1824.04,1827.73,1816.22,1825.60,192502.249
2025-05-07 04:00:00,1825.60,1832.80,1823.69,1827.88,115875.546
2025-05-07 05:00:00,1827.87,1830.00,1824.64,1827.60,69631.898
2025-05-07 06:00:00,1827.60,1833.57,1825.62,1829.80,113753.234
2025-05-07 07:00:00,1829.81,1837.85,1829.25,1837.26,108629.240
2025-05-07 08:00:00,1837.27,1843.75,1833.32,1839.90,204566.230
2025-05-07 09:00:00,1839.90,1844.87,1837.17,1843.20,110457.223
2025-05-07 10:00:00,1843.20,1846.50,1829.47,1832.71,287170.359
2025-05-07 11:00:00,1832.72,1836.28,1830.00,1835.48,95635.009
2025-05-07 12:00:00,1835.48,1836.20,1826.00,1829.76,157229.470
2025-05-07 13:00:00,1829.75,1834.43,1821.64,1827.97,264216.331
2025-05-07 14:00:00,1827.97,1832.50,1815.60,1821.50,248580.881
2025-05-07 15:00:00,1821.50,1824.55,1813.36,1816.73,194881.419
2025-05-07 16:00:00,1816.72,1817.33,1798.69,1810.89,346347.712
2025-05-07 17:00:00,1810.90,1812.25,1787.50,1795.28,324609.073
2025-05-07 18:00:00,1795.27,1816.55,1787.59,1805.56,607241.294
2025-05-07 19:00:00,1805.57,1807.70,1786.00,1795.08,299756.539
2025-05-07 20:00:00,1795.07,1800.25,1788.00,1797.45,115599.539
2025-05-07 21:00:00,1797.44,1808.60,1795.27,1801.78,144973.818
2025-05-07 22:00:00,1801.79,1821.24,1799.65,1816.16,319413.951
2025-05-07 23:00:00,1816.17,1824.73,1807.21,1810.14,156432.962
2025-05-08 00:00:00,1810.13,1827.86,1807.72,1826.19,175539.257
2025-05-08 01:00:00,1826.19,1836.83,1819.00,1822.11,351925.221
2025-05-08 02:00:00,1822.11,1847.30,1822.11,1840.86,370199.521
2025-05-08 03:00:00,1840.86,1907.45,1838.20,1900.50,888619.566
2025-05-08 04:00:00,1900.51,1917.00,1891.88,1893.08,622532.734
2025-05-08 05:00:00,1893.08,1904.13,1891.36,1896.09,238910.771
2025-05-08 06:00:00,1896.09,1912.23,1895.31,1910.38,188267.302
2025-05-08 07:00:00,1910.38,1944.00,1907.37,1927.80,484077.681
2025-05-08 08:00:00,1927.81,1948.51,1925.00,1934.06,371100.018
2025-05-08 09:00:00,1934.06,1941.18,1928.80,1940.14,235010.093
2025-05-08 10:00:00,1940.14,1968.29,1938.32,1960.20,452798.734
2025-05-08 11:00:00,1960.20,1960.67,1944.28,1956.65,310637.520
2025-05-08 12:00:00,1956.65,1976.56,1952.57,1958.95,482731.101
2025-05-08 13:00:00,1958.94,1984.14,1958.64,1975.36,452923.678
2025-05-08 14:00:00,1975.37,2010.00,1968.11,1988.51,823027.312
2025-05-08 15:00:00,1988.51,2075.10,1986.74,2050.56,1714384.971
2025-05-08 16:00:00,2050.56,2065.93,2036.10,2049.80,585060.796
2025-05-08 17:00:00,2049.80,2057.10,2035.79,2045.52,348277.548
2025-05-08 18:00:00,2045.51,2073.78,2043.00,2066.80,416642.431
2025-05-08 19:00:00,2066.80,2140.21,2060.20,2117.59,928709.230
2025-05-08 20:00:00,2117.59,2199.09,2111.00,2184.45,1000449.370
2025-05-08 21:00:00,2184.46,2227.00,2157.00,2179.61,1081453.414
2025-05-08 22:00:00,2179.61,2196.00,2166.29,2179.00,413928.288
2025-05-08 23:00:00,2178.99,2208.04,2165.65,2206.54,352965.166
2025-05-09 00:00:00,2206.53,2214.67,2183.59,2200.10,383255.527
2025-05-09 01:00:00,2200.10,2244.90,2189.36,2206.27,612391.882
2025-05-09 02:00:00,2206.27,2216.88,2193.80,2216.01,333988.479
2025-05-09 03:00:00,2216.01,2244.90,2196.07,2204.56,554251.958
2025-05-09 04:00:00,2204.56,2222.21,2201.98,2213.19,212508.363
2025-05-09 05:00:00,2213.19,2219.39,2204.55,2214.12,172528.846
2025-05-09 06:00:00,2214.11,2259.63,2213.36,2255.94,624109.699
2025-05-09 07:00:00,2255.94,2393.67,2255.22,2363.81,1717854.394
2025-05-09 08:00:00,2363.71,2490.75,2362.00,2411.51,2249599.284
2025-05-09 09:00:00,2411.50,2423.50,2291.46,2341.09,1680705.556
2025-05-09 10:00:00,2341.08,2358.98,2328.40,2348.16,484652.894
2025-05-09 11:00:00,2348.17,2375.39,2311.81,2350.76,698110.120
2025-05-09 12:00:00,2350.75,2352.81,2325.09,2339.59,314252.813
2025-05-09 13:00:00,2339.58,2388.12,2327.25,2369.02,537706.963
2025-05-09 14:00:00,2369.01,2369.01,2270.00,2305.16,1137576.138
2025-05-09 15:00:00,2305.17,2320.84,2281.19,2300.55,552033.715
2025-05-09 16:00:00,2300.55,2315.88,2273.63,2297.70,413262.879
2025-05-09 17:00:00,2297.71,2355.00,2294.27,2349.24,412392.492
2025-05-09 18:00:00,2349.24,2351.90,2326.42,2339.23,211121.394
2025-05-09 19:00:00,2339.23,2343.69,2307.31,2330.69,207085.569
2025-05-09 20:00:00,2330.69,2351.16,2325.64,2339.20,159635.635
2025-05-09 21:00:00,2339.20,2342.58,2321.48,2337.00,94255.354
2025-05-09 22:00:00,2337.01,2345.51,2328.08,2333.88,81730.350
2025-05-09 23:00:00,2333.88,2347.10,2332.17,2344.30,79407.633
2025-05-10 00:00:00,2344.31,2379.99,2315.09,2325.76,426752.311
